"Time_Iter","Outer_Iter","Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[h]"     
          0,           0,         328,      -15.36216483,      -15.79725172,      -16.43982985,      -16.25221402
          0,           0,         329,      -15.38436283,      -15.81921727,      -16.46215601,      -16.27245679
          0,           0,         330,      -15.40647667,       -15.8415426,      -16.48409539,      -16.29570859
          0,           0,         331,      -15.42861174,      -15.86362479,      -16.50637249,      -16.31803759
          0,           0,         332,      -15.45079946,      -15.88566546,      -16.52856183,      -16.33877059
          0,           0,         333,      -15.47290151,      -15.90799375,      -16.55058542,       -16.3629102
          0,           0,         334,      -15.49508242,      -15.92997917,      -16.57297405,      -16.38341796
          0,           0,         335,      -15.51722061,      -15.95223319,      -16.59489863,      -16.40606796
          0,           0,         336,      -15.53935191,      -15.97440782,      -16.61707112,      -16.42903997
          0,           0,         337,       -15.5615468,      -15.99640297,      -16.63927896,      -16.44941915
          0,           0,         338,      -15.58365429,      -16.01879505,      -16.66122045,      -16.47346435
          0,           0,         339,      -15.60583266,       -16.0407079,      -16.68368439,      -16.49447652
          0,           0,         340,      -15.62799462,      -16.06299978,      -16.70563765,      -16.51646741
          0,           0,         341,      -15.65009766,      -16.08517893,      -16.72788491,      -16.53997348
          0,           0,         342,      -15.67229039,      -16.10712806,      -16.75010987,      -16.56018629
          0,           0,         343,      -15.69439549,      -16.12948973,      -16.77193745,      -16.58392064
          0,           0,         344,      -15.71656276,      -16.15147862,       -16.7944194,      -16.60552741
          0,           0,         345,      -15.73873809,      -16.17374134,      -16.81635705,      -16.62688296
          0,           0,         346,      -15.76082103,        -16.195905,      -16.83858145,      -16.65077604
          0,           0,         347,      -15.78303629,      -16.21788669,      -16.86079789,      -16.67100181
          0,           0,         348,      -15.80515528,      -16.24024014,      -16.88266991,      -16.69429943
          0,           0,         349,      -15.82728281,      -16.26226514,      -16.90517617,      -16.71655107
          0,           0,         350,      -15.84947201,      -16.28420427,      -16.92718416,      -16.73743678
          0,           0,         351,      -15.87154664,      -16.30659009,      -16.94923963,       -16.7614204
          0,           0,         352,      -15.89373669,      -16.32863479,      -16.97142661,      -16.78185492
          0,           0,         353,      -15.91584601,      -16.35086595,      -16.99328319,      -16.80460443
          0,           0,         354,      -15.93795168,      -16.37293897,      -17.01578772,       -16.8274342
          0,           0,         355,      -15.96017312,      -16.39491695,      -17.03794835,      -16.84782169
          0,           0,         356,      -15.98223192,       -16.4174382,      -17.05989177,      -16.87190103
          0,           0,         357,       -16.0044224,      -16.43920234,      -17.08226432,      -16.89284996
